artifact_id,path,artifact_kind,role,authority,derived_from,dimension_claim,fabrication_required,notes
WATER-README-001,README.md,design_table,design_table,concept_only,,none,false,"L2 packet overview; no fabrication dimensions or measured tuning authority."
WATER-DESIGN-001,design.md,design_table,design_table,pending_measurement,README.md,none,true,"Concept mechanism and measurement plan for bowl, neck, rods, water chamber, and playing gestures."
WATER-BOM-001,bom.csv,design_table,design_table,pending_measurement,design.md,none,true,"Estimated subsystem/material list only; quantities and specifications require measurement and sourcing."
WATER-CUT-001,cut-list.csv,design_table,design_table,pending_measurement,design.md,none,true,"Candidate part ledger only; no dimensions, rod ordering, water volumes, or toolpaths are specified."
WATER-CAD-LOG-001,cad/mcp-session-log.md,cad,cnc_reference,concept_only,README.md,none,false,"Provenance stub recording QMD Step 0 and that no MCP/CAD/DXF session was run."
WATER-DECISION-001,decision-record.md,design_table,design_table,pending_measurement,design.md,none,true,"Concept decisions and open questions; all build-critical choices remain pending measurement."
WATER-VISREG-001,visual-output-register.csv,design_table,design_table,concept_only,README.md,none,false,"Authority ledger for the L2 packet; all artifacts remain concept_only or pending_measurement."
WATER-WL-STARTER-001,waterphone-starter.wl,design_table,design_table,reference_only,wolfram/waterphone-wolfram-model.wl,none,false,"Thin Wolfram loader; source code only and not fabrication authority."
WATER-WL-MODEL-001,wolfram/waterphone-wolfram-model.wl,design_table,design_table,reference_only,README.md,none,false,"Parametric symbolic rod, bowl, and water-coupling model with estimate placeholders only; pending measurement and not fabrication authority."
WATER-CAD-001,cad/waterphone.scad,cad,cad_authoring,pending_measurement,design.md,none,false,"Schematic OpenSCAD build-envelope (bowl + neck + rod-array); ALL numeric params are labeled ASSUMPTIONs for scale only, not design claims. Renders clean in OpenSCAD (exit 0). Rod tuning/count/pitch out of scope; NOT fabrication authority."
WATER-SRC-001,sourcing.csv,design_table,design_table,pending_measurement,bom.csv,none,false,"Spec-first sourcing scaffold; no live prices verified; all specs pending measurement."
WATER-VAL-001,validation.csv,design_table,design_table,pending_measurement,design.md,none,false,"Measurement-gate scaffold (bowl/rod/wet/leak/corrosion/safety); no measured evidence yet."
WATER-RISK-001,risks.md,design_table,design_table,concept_only,design.md,none,false,"Concept-level risk register; all mitigations are planned gates, not proven results."
WATER-DRW-001,drawing-brief.md,design_table,design_table,concept_only,design.md,none,false,"Drawing brief; first dimensioned drawings only after validation.csv gates return measured data."
